epoch,loss,lr,val_loss
0,0.09722667187452316,0.00051,0.022646229714155197
1,0.016633156687021255,0.00051,0.010104712098836899
2,0.00885007530450821,0.00051,0.007188408635556698
3,0.006757037714123726,0.00051,0.005870814900845289
4,0.005696771666407585,0.00051,0.004905660171061754
5,0.004987483378499746,0.00051,0.004609426949173212
6,0.004448301158845425,0.00051,0.004011275712400675
7,0.004017677158117294,0.00051,0.003633948042988777
8,0.0037888854276388884,0.00051,0.00350839551538229
9,0.0035887316334992647,0.00051,0.0035281418822705746
10,0.0034425552003085613,0.00051,0.0034429416991770267
11,0.0033678202889859676,0.00051,0.003293286543339491
12,0.003245735075324774,0.00051,0.0031272354535758495
13,0.003156638704240322,0.00051,0.002968025393784046
14,0.0031043225899338722,0.00051,0.003027656814083457
15,0.0029865331016480923,0.00051,0.0031654713675379753
16,0.0029154648073017597,0.00051,0.002847851486876607
17,0.0028817460406571627,0.00051,0.0031270200852304697
18,0.0028513004072010517,0.00051,0.0035128940362483263
19,0.0027683505322784185,0.00051,0.0027587339282035828
20,0.002753937616944313,0.00051,0.002583156106993556
21,0.002694315742701292,0.00051,0.0029208834748715162
22,0.0026586069725453854,0.00051,0.0030341490637511015
23,0.0026415435131639242,0.00051,0.0024536082055419683
24,0.002622802508994937,0.00051,0.002638211939483881
25,0.0025817446876317263,0.00051,0.002474794164299965
26,0.002517375396564603,0.00051,0.0024043547455221415
27,0.0025257510133087635,0.00051,0.002586992923170328
28,0.0024845011066645384,0.00051,0.0025062863714993
29,0.0024929288774728775,0.00051,0.002343190601095557
30,0.002454239409416914,0.00051,0.0023645043838769197
31,0.002445594407618046,0.00051,0.0024048322811722755
32,0.0024163767229765654,0.00051,0.0027075991965830326
33,0.0024092812091112137,0.00051,0.0022751609794795513
34,0.0024051726795732975,0.00051,0.0025644449051469564
35,0.0023669742513448,0.00051,0.0025013734120875597
36,0.0023484216071665287,0.00051,0.002333445707336068
37,0.0023538987152278423,0.00051,0.0023012827150523663
38,0.002328241243958473,0.00051,0.002268536016345024
39,0.0021561661269515753,0.000255,0.002189150545746088
40,0.0021484876051545143,0.000255,0.002208856400102377
41,0.002139169257134199,0.000255,0.0021508398931473494
42,0.0021385648287832737,0.000255,0.0022531431168317795
43,0.0021248338744044304,0.000255,0.0021636728197336197
44,0.00213037570938468,0.000255,0.002108645159751177
45,0.0021151478867977858,0.000255,0.002271814737468958
46,0.0021038372069597244,0.000255,0.002078535733744502
47,0.002111195819452405,0.000255,0.002080692443996668
48,0.0021038001868873835,0.000255,0.002090256428346038
49,0.0020961896516382694,0.000255,0.00210785330273211
50,0.0020965011790394783,0.000255,0.002150662476196885
51,0.0020831115543842316,0.000255,0.002048721071332693
52,0.0020799534395337105,0.000255,0.002038815291598439
53,0.0020764453802257776,0.000255,0.0020896652713418007
54,0.0020746372174471617,0.000255,0.0021391920745372772
55,0.0020643139723688364,0.000255,0.0020334534347057343
56,0.001985321519896388,0.0001275,0.002023791428655386
57,0.001985051203519106,0.0001275,0.002008198294788599
58,0.001982116373255849,0.0001275,0.0019923613872379065
59,0.001981264678761363,0.0001275,0.0020026869606226683
60,0.0019789119251072407,0.0001275,0.0020260082092136145
61,0.001980376662686467,0.0001275,0.001972836209461093
62,0.0019750490318983793,0.0001275,0.0019877313170582056
63,0.00197513191960752,0.0001275,0.001965100644156337
64,0.001972389407455921,0.0001275,0.002002345398068428
65,0.0019691362977027893,0.0001275,0.0020233262330293655
66,0.001967980992048979,0.0001275,0.001971593825146556
67,0.0019670461770147085,0.0001275,0.0020333074498921633
68,0.001968315104022622,0.0001275,0.002006700960919261
69,0.001965408679097891,0.0001275,0.0019638524390757084
70,0.001962254988029599,0.0001275,0.001975518884137273
71,0.0019200954120606184,6.375e-05,0.001955623272806406
72,0.001919267582707107,6.375e-05,0.0019387670326977968
73,0.0019192990148440003,6.375e-05,0.0019510495476424694
74,0.001918882830068469,6.375e-05,0.0019348819041624665
75,0.001917279209010303,6.375e-05,0.001933022285811603
76,0.001915976288728416,6.375e-05,0.001968090422451496
77,0.0019155850168317556,6.375e-05,0.0019423048943281174
78,0.0019180403323844075,6.375e-05,0.0019527097465470433
79,0.0019140189979225397,6.375e-05,0.0019464772194623947
80,0.0018922121962532401,3.1875e-05,0.0019280605483800173
81,0.001892261439934373,3.1875e-05,0.0019280165433883667
82,0.00189021450933069,3.1875e-05,0.0019147018902003765
83,0.0018915258115157485,3.1875e-05,0.00192619941662997
84,0.0018910829676315188,3.1875e-05,0.0019266816088929772
85,0.0018884201999753714,3.1875e-05,0.0019329581409692764
86,0.001888007391244173,3.1875e-05,0.001950276899151504
87,0.0018883905140683055,3.1875e-05,0.0019061615457758307
88,0.0018867600010707974,3.1875e-05,0.0019188715377822518
89,0.0018759072991088033,1.59375e-05,0.0019071738934144378
90,0.0018761338433250785,1.59375e-05,0.001904581324197352
91,0.0018766536377370358,1.59375e-05,0.001901030889712274
92,0.0018752181204035878,1.59375e-05,0.001904079457744956
93,0.001875468296930194,1.59375e-05,0.0019050848204642534
94,0.0018748627044260502,1.59375e-05,0.0019029367249459028
95,0.001874211709946394,1.59375e-05,0.001901273149996996
96,0.0018751525785773993,1.59375e-05,0.0019024197245016694
97,0.0018750575836747885,1.59375e-05,0.001908678445033729
98,0.001868329825811088,7.96875e-06,0.0018996414728462696
99,0.0018679454224184155,7.96875e-06,0.0019010360119864345
100,0.0018681947840377688,7.96875e-06,0.001896870555356145
101,0.0018676372710615396,7.96875e-06,0.0018986869836226106
102,0.0018678386695683002,7.96875e-06,0.0018979840679094195
103,0.00186769082210958,7.96875e-06,0.0018979670712724328
104,0.0018677792977541685,7.96875e-06,0.0018970754463225603
105,0.0018674915190786123,7.96875e-06,0.0018998071318492293
106,0.001867399550974369,7.96875e-06,0.0019030104158446193
107,0.0018641100032255054,3.984375e-06,0.0018954189727082849
108,0.001863940036855638,3.984375e-06,0.001895589055493474
109,0.001864023506641388,3.984375e-06,0.0018955550622195005
110,0.0018637350294739008,3.984375e-06,0.0018989007221534848
111,0.001863896963186562,3.984375e-06,0.0018951640231534839
112,0.0018639545887708664,3.984375e-06,0.0018973199184983969
113,0.0018638140754774213,3.984375e-06,0.0018973622936755419
114,0.001863754354417324,3.984375e-06,0.0018962649628520012
115,0.0018637031316757202,3.984375e-06,0.0018962594913318753
116,0.0018616258166730404,1.9921874e-06,0.0018973378464579582
117,0.0018618343165144324,1.9921874e-06,0.0018983884947374463
118,0.001861778786405921,1.9921874e-06,0.0018952044192701578
119,0.0018616266315802932,1.9921874e-06,0.001895009889267385
120,0.0018617021851241589,1.9921874e-06,0.0018957228166982532
121,0.0018613600404933095,1.9921874e-06,0.0018962612375617027
122,0.0018615489825606346,1.9921874e-06,0.0018945630872622132
123,0.0018614840228110552,1.9921874e-06,0.0018940952140837908
124,0.0018616158049553633,1.9921874e-06,0.0018938820576295257
125,0.0018608547979965806,9.960937e-07,0.0018941598245874047
126,0.0018606297671794891,9.960937e-07,0.0018949019722640514
127,0.0018607914680615067,9.960937e-07,0.0018941306043416262
128,0.001860715914517641,9.960937e-07,0.0018947997596114874
